# Laturaivo text master (chronological)
# Source: GAME_TEXTS_PLAYER_FACING_CLEAN.txt
# Date: 2026-02-18
# NOTE: FLAVOR_TEXT_ENABLED=false => many flavor lines are hidden by default during gameplay.
# Columns:	ID	STATUS	PHASE	TEXT	PRIMARY_LOCATION	ALL_LOCATIONS
0024	ACTIVE_OR_CONTEXTUAL	01_BOOT_SPLASH	Power2	src/scenes/UberIntroScene.ts:54	src/entities/AfterSkiAlpha.ts:147 | src/entities/AsianTechWorker.ts:162 | src/entities/BluetoothBomber.ts:115 | src/entities/Boss.ts:648 | src/entities/Boss.ts:765 | src/entities/Boss.ts:861 | src/entities/Boss.ts:968 | src/entities/Boss.ts:1147 | src/entities/BossFSM.ts:473 | src/entities/BrunchLady.ts:116 | src/entities/CityCyclist.ts:143 | src/entities/CrossfitBro.ts:117 | src/entities/CryptoBro.ts:131 | src/entities/DrunkPerson.ts:230 | src/entities/EScooterRider.ts:116 | src/entities/EnemyFSM.ts:218 | src/entities/EnemyFSM.ts:243 | src/entities/FamilyGroup.ts:201 | src/entities/GolfCartDriver.ts:118 | src/entities/HeadphoneWalker.ts:174 | src/entities/InfluencerSelfie.ts:126 | src/entities/LahtiPowerUp.ts:146 | src/entities/LitmanenParody.ts:145 | src/entities/LitmanenParody.ts:211 | src/entities/PadelPlayer.ts:133 | src/entities/PassiveGrandpa.ts:152 | src/entities/PeterSync.ts:543 | src/entities/PeterSyncFSM.ts:509 | src/entities/PowerUp.ts:186 | src/entities/PowerUp.ts:250 | src/entities/PowerUp.ts:286 | src/entities/PowerWalker.ts:136 | src/entities/PrivateSchoolSUV.ts:118 | src/entities/ProSkier.ts:220 | src/entities/RealEstateAgent.ts:127 | src/entities/SmokingLady.ts:178 | src/entities/SomaliSkier.ts:137 | src/entities/TennisPlayer.ts:133 | src/entities/WellnessWarrior.ts:135 | src/entities/WineMom.ts:116 | src/entities/YachtOwner.ts:116 | src/scenes/GameScene.ts:1407 | src/scenes/GameScene.ts:1450 | src/scenes/GameScene.ts:4501 | src/scenes/GameScene.ts:5415 | src/scenes/GameScene.ts:5541 | src/scenes/GameScene.ts:5721 | src/scenes/GameScene.ts:5748 | src/scenes/GameScene.ts:6682 | src/scenes/GameScene.ts:6716 | src/scenes/SplashScene.ts:55 | src/scenes/SplashScene.ts:64 | src/scenes/SplashScene.ts:73 | src/scenes/SplashScene.ts:101 | src/scenes/UberIntroScene.ts:54 | src/scenes/UberIntroScene.ts:63 | src/scenes/UberIntroScene.ts:72 | src/scenes/UberIntroScene.ts:100 | src/scenes/VictoryCutsceneScene.ts:225 | src/scenes/VictoryCutsceneScene.ts:422 | src/scenes/VictoryCutsceneScene.ts:464 | src/utils.ts:954
0025	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	▶ NAPAUTA ALOITTAAKSESI ◀	src/scenes/TitleScreen.ts:29	src/scenes/TitleScreen.ts:29
0026	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	Taistele tiesi läpi Espoon latujen!	src/scenes/TitleScreen.ts:30	src/scenes/TitleScreen.ts:30
0027	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	Linear	src/scenes/TitleScreen.ts:183	src/entities/PlayerFSM.ts:431 | src/scenes/GameScene.ts:4063 | src/scenes/GameScene.ts:4767 | src/scenes/TitleScreen.ts:183 | src/scenes/VictoryCutsceneScene.ts:94
0028	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	Sine.easeInOut	src/scenes/TitleScreen.ts:196	src/entities/CryptoBro.ts:76 | src/entities/Enemy.ts:421 | src/entities/Enemy.ts:431 | src/entities/GolfCartDriver.ts:68 | src/entities/InfluencerSelfie.ts:74 | src/entities/LahtiPowerUp.ts:110 | src/entities/LahtiPowerUp.ts:123 | src/entities/LitmanenParody.ts:95 | src/entities/PowerUp.ts:86 | src/entities/PowerUp.ts:99 | src/entities/PowerUp.ts:109 | src/entities/PowerUp.ts:124 | src/entities/PrivateSchoolSUV.ts:68 | src/entities/RealEstateAgent.ts:75 | src/scenes/GameCompleteUIScene.ts:203 | src/scenes/GameScene.ts:1928 | src/scenes/GameScene.ts:1944 | src/scenes/GameScene.ts:4892 | src/scenes/GameScene.ts:6057 | src/scenes/TitleScreen.ts:196 | src/scenes/VictoryCutsceneScene.ts:190 | src/scenes/VictoryUIScene.ts:149
0029	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	#leaderboard-button	src/scenes/TitleScreen.ts:323	src/scenes/TitleScreen.ts:323
0030	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	LeaderboardUIScene	src/scenes/TitleScreen.ts:350	src/main.ts:665 | src/scenes/LeaderboardUIScene.ts:25 | src/scenes/TitleScreen.ts:350 | src/scenes/TitleScreen.ts:359
0031	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[TitleScreenAudio] locked=${...} mute=${...} volume=${...}	src/scenes/TitleScreen.ts:375	src/scenes/TitleScreen.ts:375
0032	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[TitleScreenAudio] Initial play failed	src/scenes/TitleScreen.ts:388	src/scenes/TitleScreen.ts:388
0033	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[TitleScreenAudio] bootstrap-timeout locked=${...} mute=${...} volume=${...}	src/scenes/TitleScreen.ts:410	src/scenes/TitleScreen.ts:410 | src/scenes/TitleScreen.ts:430
0034	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[TitleScreenAudioFallback] resume failed	src/scenes/TitleScreen.ts:484	src/scenes/TitleScreen.ts:484 | src/scenes/TitleScreen.ts:524
0035	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[TitleScreenAudioFallback] attempt src=${...}	src/scenes/TitleScreen.ts:502	src/scenes/TitleScreen.ts:502
0036	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[TitleScreenAudioFallback] playing src=${...}	src/scenes/TitleScreen.ts:504	src/scenes/TitleScreen.ts:504
0037	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[TitleScreenAudioFallback] play failed	src/scenes/TitleScreen.ts:514	src/scenes/TitleScreen.ts:514
0038	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[TitleScreenAudioFallback] laturaivo_theme URL not found in asset pack	src/scenes/TitleScreen.ts:543	src/scenes/TitleScreen.ts:543
0039	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[TitleScreenAudioFallback] Failed to fetch asset pack	src/scenes/TitleScreen.ts:549	src/scenes/TitleScreen.ts:549
0040	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[AudioBackendRecovery] HTML5 title audio timed out. Switching to WebAudio and reloading once.	src/scenes/TitleScreen.ts:578	src/scenes/TitleScreen.ts:578
0041	ACTIVE_OR_CONTEXTUAL	02_TITLE_MENU	[TitleScreenAudio] Retry play failed	src/scenes/TitleScreen.ts:604	src/scenes/TitleScreen.ts:604
0042	ACTIVE_OR_CONTEXTUAL	03_NAME_INPUT	scale(1)	src/scenes/NameInputScene.ts:204	src/scenes/NameInputScene.ts:204 | src/scenes/TutorialUIScene.ts:276 | src/scenes/UIScene.ts:2682
0043	ACTIVE_OR_CONTEXTUAL	03_NAME_INPUT	scale(${...})	src/scenes/NameInputScene.ts:211	src/scenes/NameInputScene.ts:211 | src/scenes/UIScene.ts:565 | src/scenes/UIScene.ts:570 | src/scenes/UIScene.ts:575 | src/scenes/UIScene.ts:580 | src/scenes/UIScene.ts:634 | src/scenes/UIScene.ts:635 | src/scenes/UIScene.ts:650 | src/scenes/UIScene.ts:651 | src/scenes/UIScene.ts:2822
0044	ACTIVE_OR_CONTEXTUAL	03_NAME_INPUT	Enter	src/scenes/NameInputScene.ts:277	src/scenes/NameInputScene.ts:277
0045	ACTIVE_OR_CONTEXTUAL	03_NAME_INPUT	difficulty-${...}	src/scenes/NameInputScene.ts:315	src/scenes/NameInputScene.ts:315
0046	ACTIVE_OR_CONTEXTUAL	03_NAME_INPUT	HIIHTÄJÄ	src/scenes/NameInputScene.ts:347	src/managers/AuthManager.ts:245 | src/scenes/NameInputScene.ts:347
0047	ACTIVE_OR_CONTEXTUAL	03_NAME_INPUT	HEMOHES	src/scenes/NameInputScene.ts:359	src/scenes/NameInputScene.ts:359
0048	ACTIVE_OR_CONTEXTUAL	03_NAME_INPUT	🔱 GOD MODE ACTIVATED! Welcome, hemohes! 🔱	src/scenes/NameInputScene.ts:361	src/scenes/NameInputScene.ts:361
0049	ACTIVE_OR_CONTEXTUAL	03_NAME_INPUT	KIIA	src/scenes/NameInputScene.ts:366	src/scenes/NameInputScene.ts:366
0050	ACTIVE_OR_CONTEXTUAL	03_NAME_INPUT	💃🕺 SECRET LEVEL UNLOCKED! Welcome to ICE CLUB ARENA: PETER KANTELE! 🕺💃	src/scenes/NameInputScene.ts:368	src/scenes/NameInputScene.ts:368
0051	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	TutorialUIScene	src/scenes/TutorialUIScene.ts:35	src/main.ts:659 | src/scenes/GameCompleteUIScene.ts:503 | src/scenes/GameOverUIScene.ts:205 | src/scenes/GameOverUIScene.ts:253 | src/scenes/GameScene.ts:4941 | src/scenes/TutorialUIScene.ts:35 | src/scenes/TutorialUIScene.ts:431 | src/scenes/VictoryCutsceneScene.ts:527 | src/scenes/VictoryUIScene.ts:382 | src/scenes/VictoryUIScene.ts:419
0052	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	OHITA TUTORIAALI	src/scenes/TutorialUIScene.ts:73	src/scenes/TutorialUIScene.ts:73
0053	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	translateY(0)	src/scenes/TutorialUIScene.ts:149	src/scenes/AbilityUnlockUIScene.ts:157 | src/scenes/TutorialUIScene.ts:149 | src/scenes/UIScene.ts:2672
0054	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	TUTORIAALI	src/scenes/TutorialUIScene.ts:154	src/scenes/TutorialUIScene.ts:154
0055	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	Tervetuloa Laturaivoamaan! Käydään läpi kosketusohjaus.	src/scenes/TutorialUIScene.ts:155	src/scenes/TutorialUIScene.ts:155
0056	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	LIIKKUMINEN	src/scenes/TutorialUIScene.ts:161	src/scenes/TutorialUIScene.ts:161
0057	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	HYPPÄÄMINEN	src/scenes/TutorialUIScene.ts:181	src/scenes/TutorialUIScene.ts:181
0058	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	SAUVAISKU	src/scenes/TutorialUIScene.ts:199	src/scenes/TutorialUIScene.ts:199
0059	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	VOLTTI	src/scenes/TutorialUIScene.ts:217	src/scenes/TutorialUIScene.ts:217 | src/scenes/UIScene.ts:2789
0060	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	w-3 h-3 rounded-full bg-green-500	src/scenes/TutorialUIScene.ts:254	src/scenes/TutorialUIScene.ts:254
0061	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	w-3 h-3 rounded-full bg-yellow-400 animate-pulse	src/scenes/TutorialUIScene.ts:256	src/scenes/TutorialUIScene.ts:256
0062	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	w-3 h-3 rounded-full bg-gray-600	src/scenes/TutorialUIScene.ts:258	src/scenes/TutorialUIScene.ts:258
0063	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	scale(1.2)	src/scenes/TutorialUIScene.ts:267	src/scenes/AbilityUnlockUIScene.ts:216 | src/scenes/TutorialUIScene.ts:267
0064	ACTIVE_OR_CONTEXTUAL	04_TUTORIAL	translateY(-20px)	src/scenes/TutorialUIScene.ts:418	src/scenes/AbilityUnlockUIScene.ts:243 | src/scenes/TutorialUIScene.ts:418
0065	ACTIVE_OR_CONTEXTUAL	05_STORY	Espoossa asuu mies.\nKeski-ikäinen.\nVakituinen työ. Padottu mieli.\n\nHän ei huuda töissä.\nHän ei huuda kotona.\nHän huutaa ladulla.\n\nLatu on hänen purkautumispaikka.	src/scenes/StoryScene.ts:24	src/scenes/StoryScene.ts:24
0066	ACTIVE_OR_CONTEXTUAL	05_STORY	Hän voittaa Marja-Liisan.\nHuuto voittaa järjen.\nHän ei pyydä anteeksi.\n\nEnsimmäistä kertaa\nraivo tuntuu tehokkaalta.	src/scenes/StoryScene.ts:38	src/scenes/StoryScene.ts:38
0067	ACTIVE_OR_CONTEXTUAL	05_STORY	Tapiola.\nMies ei enää etsi rauhaa.\nHän etsii vastusta.\nHän lähtee Lahteen.	src/scenes/StoryScene.ts:50	src/scenes/StoryScene.ts:50
0068	ACTIVE_OR_CONTEXTUAL	05_STORY	Hän kaataa legendan.\nEi voimalla,\nvaan itsepäisyydellä.\n\nJos Kuningas kaatuu,\nkuka tahansa voi.	src/scenes/StoryScene.ts:59	src/scenes/StoryScene.ts:59
0069	ACTIVE_OR_CONTEXTUAL	05_STORY	Elon kaatuu.\nEi puhtaasti.\nEi kauniisti.\n\nMies tajuaa:\nReiluus on valinta.\nHän ei tee sitä.	src/scenes/StoryScene.ts:70	src/scenes/StoryScene.ts:70
0070	ACTIVE_OR_CONTEXTUAL	05_STORY	haukilahti meri jäässä. mies myöskin. Mies lähtee turkuun, missä mikään ei toimi ja sehän suututtaa.	src/scenes/StoryScene.ts:83	src/scenes/StoryScene.ts:83
0071	ACTIVE_OR_CONTEXTUAL	05_STORY	Otaniemi.\nAuto ladulla.\nSäännöt romahtavat.	src/scenes/StoryScene.ts:90	src/scenes/StoryScene.ts:90
0072	ACTIVE_OR_CONTEXTUAL	05_STORY	Mies vaikenee.\nHiljaisuus sattuu enemmän.\n\nMies ymmärtää:\nhän ei tarvitse melua.\nHän on itse ääni.	src/scenes/StoryScene.ts:98	src/scenes/StoryScene.ts:98
0073	ACTIVE_OR_CONTEXTUAL	05_STORY	Espoonlahti. Vi***taa jo valmiiksi, jytky ei auttanut.	src/scenes/StoryScene.ts:110	src/scenes/StoryScene.ts:110
0074	ACTIVE_OR_CONTEXTUAL	05_STORY	Iso Timo kaatuu.\nMakkara putoaa lumeen.\nRaivo murtuu.\n\nMies ei voita raivolla Suomea.\nHän voittaa hetkeksi itsensä.\n\nLatu on tyhjä.\nRaivo on poissa.\nToistaiseksi.\n\nEnsi talveen.	src/scenes/StoryScene.ts:117	src/scenes/StoryScene.ts:117
0075	ACTIVE_OR_CONTEXTUAL	05_STORY	NAPAUTA JATKAAKSESI	src/scenes/StoryScene.ts:156	src/scenes/StoryScene.ts:156
0076	ACTIVE_OR_CONTEXTUAL	05_STORY	Story key "${...}" not found, using intro	src/scenes/StoryScene.ts:187	src/scenes/StoryScene.ts:187
0077	ACTIVE_OR_CONTEXTUAL	05_STORY	GameCompleteUIScene	src/scenes/StoryScene.ts:435	src/main.ts:663 | src/scenes/GameCompleteUIScene.ts:42 | src/scenes/GameScene.ts:4953 | src/scenes/StoryScene.ts:435 | src/scenes/VictoryCutsceneScene.ts:499 | src/scenes/VictoryCutsceneScene.ts:536 | src/scenes/VictoryUIScene.ts:388
0078	ACTIVE_OR_CONTEXTUAL	05_STORY	level_${...}	src/scenes/StoryScene.ts:483	src/scenes/StoryScene.ts:483 | src/scenes/VictoryCutsceneScene.ts:544 | src/scenes/VictoryUIScene.ts:436
0079	ACTIVE_OR_CONTEXTUAL	06_ABILITY_UNLOCK	KIRVES	src/scenes/AbilityUnlockUIScene.ts:23	src/scenes/AbilityUnlockUIScene.ts:23
0080	ACTIVE_OR_CONTEXTUAL	06_ABILITY_UNLOCK	Voimakas kirves-isku! Tuhoaa viholliset laajalla alueella.	src/scenes/AbilityUnlockUIScene.ts:24	src/scenes/AbilityUnlockUIScene.ts:24
0081	ACTIVE_OR_CONTEXTUAL	06_ABILITY_UNLOCK	LATURAIVO	src/scenes/AbilityUnlockUIScene.ts:30	src/scenes/AbilityUnlockUIScene.ts:30
0082	ACTIVE_OR_CONTEXTUAL	06_ABILITY_UNLOCK	Täytä raivomittari ja tuhoa KAIKKI viholliset ruudulla!	src/scenes/AbilityUnlockUIScene.ts:31	src/scenes/AbilityUnlockUIScene.ts:31
0083	ACTIVE_OR_CONTEXTUAL	06_ABILITY_UNLOCK	SYÖKSYISKU	src/scenes/AbilityUnlockUIScene.ts:37	src/scenes/AbilityUnlockUIScene.ts:37
0084	ACTIVE_OR_CONTEXTUAL	06_ABILITY_UNLOCK	Parannettu kirves! Syöksy eteenpäin ja tuhoa kaikki tieltäsi!	src/scenes/AbilityUnlockUIScene.ts:38	src/scenes/AbilityUnlockUIScene.ts:38
0085	ACTIVE_OR_CONTEXTUAL	06_ABILITY_UNLOCK	AbilityUnlockUIScene	src/scenes/AbilityUnlockUIScene.ts:54	src/main.ts:660 | src/scenes/AbilityUnlockUIScene.ts:54 | src/scenes/AbilityUnlockUIScene.ts:251 | src/scenes/GameCompleteUIScene.ts:504 | src/scenes/GameOverUIScene.ts:206 | src/scenes/GameOverUIScene.ts:254 | src/scenes/GameScene.ts:4589 | src/scenes/GameScene.ts:4942 | src/scenes/VictoryCutsceneScene.ts:528 | src/scenes/VictoryUIScene.ts:383 | src/scenes/VictoryUIScene.ts:420
0086	CONTEXTUAL	07_GAMEPLAY_CORE	RAIVO EI TOIMI BOSSIIN!	src/entities/Player.ts:660	src/entities/Player.ts:660
0087	CONTEXTUAL	07_GAMEPLAY_CORE	rage_scream_${...}	src/entities/Player.ts:732	src/entities/Player.ts:732
0088	CONTEXTUAL	07_GAMEPLAY_CORE	animationcomplete-${...}	src/entities/PlayerFSM.ts:270	src/entities/BossFSM.ts:164 | src/entities/BossFSM.ts:339 | src/entities/PlayerFSM.ts:270 | src/entities/PlayerFSM.ts:322 | src/entities/PlayerFSM.ts:390 | src/entities/PlayerFSM.ts:450 | src/entities/PlayerFSM.ts:500
0089	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Pieni kuusi	src/scenes/GameScene.ts:166	src/scenes/GameScene.ts:166 | src/scenes/GameScene.ts:167
0090	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Tapiolan rakennukset	src/scenes/GameScene.ts:168	src/scenes/GameScene.ts:168
0091	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Lahden kaupunkikyltti	src/scenes/GameScene.ts:169	src/scenes/GameScene.ts:169
0092	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Espoon kaupunkikyltti	src/scenes/GameScene.ts:170	src/scenes/GameScene.ts:170
0093	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Haukilahden vesitorni	src/scenes/GameScene.ts:171	src/scenes/GameScene.ts:171
0094	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Turun tuomiokirkko	src/scenes/GameScene.ts:172	src/scenes/GameScene.ts:172
0095	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Puuaita	src/scenes/GameScene.ts:173	src/scenes/GameScene.ts:173
0096	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Haukilahden näkötorni	src/scenes/GameScene.ts:174	src/scenes/GameScene.ts:174
0097	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Tapiolan päärakennus	src/scenes/GameScene.ts:175	src/scenes/GameScene.ts:175
0098	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Lahden kyltti	src/scenes/GameScene.ts:192	src/scenes/GameScene.ts:192
0099	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Lahden radiomasto	src/scenes/GameScene.ts:193	src/scenes/GameScene.ts:193
0100	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Salpausselän mäkihyppytornit	src/scenes/GameScene.ts:194	src/scenes/GameScene.ts:194
0101	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Mun lapset on Ranskan kielikylvyssä	src/scenes/GameScene.ts:318	src/scenes/GameScene.ts:318
0102	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Tää on vähän niinku meidän kesämökki, paitsi TALOSSA	src/scenes/GameScene.ts:319	src/scenes/GameScene.ts:319
0103	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Padel on elämäntapa, ei harrastus	src/scenes/GameScene.ts:320	src/scenes/GameScene.ts:320
0104	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Autopilot ajaa mut töihin	src/scenes/GameScene.ts:321	src/scenes/GameScene.ts:321
0105	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Anteeks, en kuule, mul on AirPods Max	src/scenes/GameScene.ts:322	src/scenes/GameScene.ts:322
0106	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Mun PT sanoo et hiihto on niin 2010	src/scenes/GameScene.ts:323	src/scenes/GameScene.ts:323 | src/scenes/GameScene.ts:6107
0107	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Asutaanko Espoossa? No siis Westendissä...	src/scenes/GameScene.ts:324	src/scenes/GameScene.ts:324
0108	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Täällähän on KÖYHIÄ HIIHTÄMÄSSÄ?!	src/scenes/GameScene.ts:325	src/scenes/GameScene.ts:325
0109	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Onks täällä gluteenitonta sushia?	src/scenes/GameScene.ts:326	src/scenes/GameScene.ts:326
0110	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Pitäis ladata Tesla, ehkä hiihdän kotiin	src/scenes/GameScene.ts:327	src/scenes/GameScene.ts:327
0111	ACTIVE_OR_CONTEXTUAL	07_GAMEPLAY_CORE	Ei ollu dopingia, vaan vitamiineja!	src/scenes/GameScene.ts:332	src/scenes/GameScene.ts:332 | src/scenes/GameScene.ts:6537
